,fecha,likes,respuestas,texto,usuario,es_respuesta,seccion,titulo,url
39250,22:45 10/10/2018,,0,Necesitas plata Globerto....avisame !.....jajajajajjajaaa,ccmaxima,False,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
39274,22:39 10/10/2018,2.0,0,"EL GLOBERTO AMARILLO TUMBA TIENE LO S BOLSILLOS Y EL OXETE PERFORADO POR CAMBIEMOS

😁😁😁😁😁😁😁😁😁",ccmaxima,False,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
39352,22:23 10/10/2018,1.0,3,EL GLOBERTO TIENE LOS BOLSILLOS VACIOS.....Y EL OCETE AL ROJO VIVO...JAJAJJAJAA,ccmaxima,False,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
39360,22:21 10/10/2018,1.0,3,"Un 4,4% del país opina que el país está mejor que hace un año, y un 73,1% opina que está peor. Ah, esto no lo dijo Navarro, globerto. Es una encuesta encargada por el ronco, y el ronco la tiene publicada ahora mismo en la portada.",AlanBiqqeNotDead,False,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
39384,22:20 10/10/2018,,0,Pero sabes que no lo soy...en cambio vos si sos un pobre globerto devenido en trolle agachándote por 3 mangos,basta_de_bananas,False,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
39389,22:16 10/10/2018,,3,Paguee..Globerto..pagueeeee......jajajjajajaa,ccmaxima,False,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
39393,22:15 10/10/2018,1.0,1,"Kichrnerismo  de baja intensidad...eso si...con los impuestos y tarifas...TE ROMPEN ELORRRRTTOO  GLOBERTO ,!
Jajajjajajajjajajajaa",ccmaxima,False,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
39480,21:57 10/10/2018,,0,PERONIA CAE,a2,False,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
39545,21:14 10/10/2018,,0,Chau kernerolos con datos prepagos y sin lineas registradas...👋👋👋👋👋,quebracho1967,False,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
39614,09:48 11/10/2018,4.0,0,"¿se reunió con nuestra faraona porotahamun?, ella es de la realeza, pero la de origen divino y seguramente no quiso contaminarse recibiendo a alguien que no comparte el olimpo.",ieroslav,False,Sociedad,"
                Príncipe Alberto de Mónaco: entre la relatividad de la democracia y el narcisismo de los selfie sticks
            ",https://www.lanacion.com.ar/2180134-principe-alberto-monaco-relatividad-democracia-narcisimo-selfie
39819,08:52 12/10/2018,4.0,0,"@rfloy1 yo tambien me fui, con chicos de 2, 8 y 10 anios; hoy, luego de 13 anios tienen posibilidades, mediante esfuerzo, que en Peronia jamas podrian haber soniado.",martinsilva1,True,Economía,"Se aburrió de su vida en Suiza, volvió y empezó de cero con una original receta",https://www.lanacion.com.ar/2179988-se-habia-ido-vivir-suiza-pero-volvio
39871,00:11 12/10/2018,1.0,0,"@pony0447 Mira, el ejemplo mas claro es Hugh Grant que mientras salia con Elizabeth Hurdley lo agarron en un callejon oscuro con una morocha de labios gruesos. Comer caviar todos los dias tambien cansa y te puede pasar de desear alguna vez un sanguche de mortadella",krikorik,True,Economía,"Se aburrió de su vida en Suiza, volvió y empezó de cero con una original receta",https://www.lanacion.com.ar/2179988-se-habia-ido-vivir-suiza-pero-volvio
39920,00:39 12/10/2018,9.0,1,Porota está corriendo los muebles contra la puerta de forma preventiva,masademar,False,El Mundo,"Bolsonaro: ""Un abrazo a Macri, que terminó con la 'Dilma Kirchner'""",https://www.lanacion.com.ar/2180830-bolsonaro-un-saludo-macri-termino-dilma-kirchner
39925,00:21 12/10/2018,3.0,0,@bortolussi LO TOMÓ POROTA PARA LLENAR MILES DE BOLSONAROS DE DÓLARES Y EUROS,BRUCE54,True,El Mundo,"Bolsonaro: ""Un abrazo a Macri, que terminó con la 'Dilma Kirchner'""",https://www.lanacion.com.ar/2180830-bolsonaro-un-saludo-macri-termino-dilma-kirchner
40075,23:30 11/10/2018,3.0,0,"@fabianseguros @mrce3615 El que se gasta es Navarro y Victor Humo Imfumable en C5N, propiedad de la Porota",fgomez12,True,El Mundo,"Bolsonaro: ""Un abrazo a Macri, que terminó con la 'Dilma Kirchner'""",https://www.lanacion.com.ar/2180830-bolsonaro-un-saludo-macri-termino-dilma-kirchner
40094,23:23 11/10/2018,1.0,7,"La misma encuestadora que afirma que porota tiene posibilidades, en brasil anticipó un 53% para haddad contra 26 de bolsonaro...",fedeacade,False,El Mundo,"Bolsonaro: ""Un abrazo a Macri, que terminó con la 'Dilma Kirchner'""",https://www.lanacion.com.ar/2180830-bolsonaro-un-saludo-macri-termino-dilma-kirchner
40150,23:09 11/10/2018,2.0,0,"El porotage nacional cada día más desconcertado, no sabe, no comprende...?",unode2,False,El Mundo,"Bolsonaro: ""Un abrazo a Macri, que terminó con la 'Dilma Kirchner'""",https://www.lanacion.com.ar/2180830-bolsonaro-un-saludo-macri-termino-dilma-kirchner
40168,23:08 11/10/2018,2.0,0,"Porota, tus delirios de nac & pop resultaron una estafa a tus cucas, quedaron pedaleando en una bici fija ",nesfer24,False,El Mundo,"Bolsonaro: ""Un abrazo a Macri, que terminó con la 'Dilma Kirchner'""",https://www.lanacion.com.ar/2180830-bolsonaro-un-saludo-macri-termino-dilma-kirchner
40177,23:05 11/10/2018,1.0,0,"Se equivoco, “la Dilma” es un poroto al lado de “la porota”.",sdunne,False,El Mundo,"Bolsonaro: ""Un abrazo a Macri, que terminó con la 'Dilma Kirchner'""",https://www.lanacion.com.ar/2180830-bolsonaro-un-saludo-macri-termino-dilma-kirchner
40221,22:52 11/10/2018,4.0,0,POROTA Y LOUIS VUITTON UN SOLO CORAZÓN,BRUCE54,False,El Mundo,"Bolsonaro: ""Un abrazo a Macri, que terminó con la 'Dilma Kirchner'""",https://www.lanacion.com.ar/2180830-bolsonaro-un-saludo-macri-termino-dilma-kirchner
40239,22:47 11/10/2018,2.0,10,"PEPO VARELA NO LO PUEDE CREER.
LULA EN CANA...
POROTA VA POR EL MISMO CAMINO",mrce3615,False,El Mundo,"Bolsonaro: ""Un abrazo a Macri, que terminó con la 'Dilma Kirchner'""",https://www.lanacion.com.ar/2180830-bolsonaro-un-saludo-macri-termino-dilma-kirchner
40246,22:49 11/10/2018,1.0,0,@LaviteMIENTRAS EN FRENTE ESTE POROTA Y EL PERONISMO NO LO NECESITA,mgarlatti,True,El Mundo,"Bolsonaro: ""Un abrazo a Macri, que terminó con la 'Dilma Kirchner'""",https://www.lanacion.com.ar/2180830-bolsonaro-un-saludo-macri-termino-dilma-kirchner
40286,22:41 11/10/2018,,0,"@vsonico @Lavite Porota era de derecha? Ah, sí. Es verdad",masademar,True,El Mundo,"Bolsonaro: ""Un abrazo a Macri, que terminó con la 'Dilma Kirchner'""",https://www.lanacion.com.ar/2180830-bolsonaro-un-saludo-macri-termino-dilma-kirchner
40316,22:24 11/10/2018,3.0,0,"POROTA, TE AFANASTE HASTA EL HELIPUERTO DE LA ROSADA .... ",BRUCE54,False,El Mundo,"Bolsonaro: ""Un abrazo a Macri, que terminó con la 'Dilma Kirchner'""",https://www.lanacion.com.ar/2180830-bolsonaro-un-saludo-macri-termino-dilma-kirchner
40333,22:21 11/10/2018,5.0,0,@alberto2124 EL TENDAL LO DEJÓ POROTA LA VALIJERA DEL KOLIFATE,BRUCE54,True,El Mundo,"Bolsonaro: ""Un abrazo a Macri, que terminó con la 'Dilma Kirchner'""",https://www.lanacion.com.ar/2180830-bolsonaro-un-saludo-macri-termino-dilma-kirchner
40369,22:11 11/10/2018,3.0,4,PREPARÁ LA MUDA DE ROPA Y BLANQUEÁ EL TELEFONO POROTA .... MARCOS PAZ TE ESPERA ... PICHETO TE ENTREGA EN BANDEJA,BRUCE54,False,El Mundo,"Bolsonaro: ""Un abrazo a Macri, que terminó con la 'Dilma Kirchner'""",https://www.lanacion.com.ar/2180830-bolsonaro-un-saludo-macri-termino-dilma-kirchner
40372,22:16 11/10/2018,,0,"@JamesJohnJoyce @BRUCE54 ESTÁ EN LA PUERTA DEL CEMENTERIO JAMES, NO ENTRA NINGÚN PERONISTA CON POROTA",BRUCE54,True,El Mundo,"Bolsonaro: ""Un abrazo a Macri, que terminó con la 'Dilma Kirchner'""",https://www.lanacion.com.ar/2180830-bolsonaro-un-saludo-macri-termino-dilma-kirchner
40471,23:18 11/10/2018,,0,o conseguír un titulo como la otrora exitosa abogada y arquitecta egipcia...,NOSFERAUTE2012,False,Política,"La oferta a los docentes bonaerenses llega al 31,7% y los gremios la evalúan",https://www.lanacion.com.ar/2180918-la-oferta-docentes-bonaerenses-llega-al-317
40558,00:24 12/10/2018,9.0,1,Sindicalistas???? Aprietes????? Peronia???? Naaa que noticia mas tendenciosa.,warunlimited,False,Política,Procesan a miembros de la cúpula de Camioneros por extorsión,https://www.lanacion.com.ar/2180920-procesan-cupula-camioneros-extorsion
40892,06:32 12/10/2018,,1,"Lo que pasa Sra es que un dia de estos con una de sus bromas nos quedamos sin presidente,,,Y adivine quien vuelve??...la mismisima Porota",hermanasol,False,Política,"Elisa Carrió: ""Yo no pedí la renuncia de Garavano, fue una broma""",https://www.lanacion.com.ar/2180846-elisa-carrio-yo-no-pedi-renuncia-garavano
41090,19:18 11/10/2018,,0,"los globertos están todos escondidos en la nota de Bolsonaro, pidiendo mano dura, como en Las 50 sombras de Grey",lalonso23,False,Política,"Elisa Carrió: ""Yo no pedí la renuncia de Garavano, fue una broma""",https://www.lanacion.com.ar/2180846-elisa-carrio-yo-no-pedi-renuncia-garavano
41123,19:12 11/10/2018,,0,Ahhh. Te gustaba el nivel de Porota. En Jarvar.,gbarret,False,Política,"Elisa Carrió: ""Yo no pedí la renuncia de Garavano, fue una broma""",https://www.lanacion.com.ar/2180846-elisa-carrio-yo-no-pedi-renuncia-garavano
41124,19:07 11/10/2018,,0,"LILITA= ARQUITECTA EGIPCIA, se llevan muy mal con el poder poco equilibrio.... ",bolicheva,False,Política,"Elisa Carrió: ""Yo no pedí la renuncia de Garavano, fue una broma""",https://www.lanacion.com.ar/2180846-elisa-carrio-yo-no-pedi-renuncia-garavano
41148,19:10 11/10/2018,,0,"@teobaldo_carulla No, esta parada ,pero esperando que vuelva la Porota y la tire al rio !",betunico,True,Política,"Elisa Carrió: ""Yo no pedí la renuncia de Garavano, fue una broma""",https://www.lanacion.com.ar/2180846-elisa-carrio-yo-no-pedi-renuncia-garavano
41274,18:36 11/10/2018,1.0,0,"@emacrista @aratti2 Y????????????????? YO TE PUEDO MANDAR UNA BARRA A QUE TE ACUSEN, ESO NO TE HACE CULPABLE, LA POROTA TIENE CAUSAS CONSEMIPLENA PRUEBA DE LOS DELITOS DE LAVADO, CHOREO Y OTRAS ""BELLEZAS""",aratti2,True,Política,"Elisa Carrió: ""Yo no pedí la renuncia de Garavano, fue una broma""",https://www.lanacion.com.ar/2180846-elisa-carrio-yo-no-pedi-renuncia-garavano
41333,18:17 11/10/2018,,0,"comentarios globertos en contra de Lilita en 3,2,1,....(la patrona de la Republica hasta hace unos dias)",cfilters,False,Política,"Elisa Carrió: ""Yo no pedí la renuncia de Garavano, fue una broma""",https://www.lanacion.com.ar/2180846-elisa-carrio-yo-no-pedi-renuncia-garavano
41373,20:57 11/10/2018,5.0,0,Gobernadora no les de nada a esta manga delincuentes que sigue rajatabla las órdenes de la Porota!!!,crislalo,False,Política,Paritarias: los estatales bonaerenses acordaron un aumento del 30%,https://www.lanacion.com.ar/2180821-paritarias-provincia-docentes-acordaron-aumento-del-30
41626,03:48 12/10/2018,2.0,0,"@Fagalde1076 Dejalo al kernerista este que llore tranquilo su re sentimiento, debe creer que porque Martín hacía cosas que el no se atreve, entonces era uno de esos ""ricos"" que el odea y envidea.....",fjcaldera,True,Sociedad,Esquel: un joven de 22 años murió en un centro de esquí,https://www.lanacion.com.ar/2180940-esquel-joven-22-anos-murio-centro-esqui
42189,14:16 12/10/2018,1.0,0,"@KIMONIG el propietario decidía hasta que Perón puso la ley de alquileres y reventó a los pequeños propietarios, cuando sacaron la ley vino la revancha... o sea: peronia",rd,True,Economía,Ley de alquileres: cuáles son las claves del proyecto que quiere aprobar el Gobierno,https://www.lanacion.com.ar/2181150-ley-alquileres-cuales-son-claves-del-proyecto
42525,18:14 12/10/2018,3.0,0,El pastor es kernerista,superlilito,False,Economía,"Turquía liberará al pastor que, por efecto mariposa, aceleró la corrida en la Argentina",https://www.lanacion.com.ar/2181152-turquia-liberara-al-pastor-tiene-vilo-al
42547,17:17 12/10/2018,10.0,0,Con el efecto Peronia nos basta y sobra.,George66,False,Economía,"Turquía liberará al pastor que, por efecto mariposa, aceleró la corrida en la Argentina",https://www.lanacion.com.ar/2181152-turquia-liberara-al-pastor-tiene-vilo-al
42666,22:10 12/10/2018,4.0,0,"Un -desgraciado- ejemplar de peronia, una nación que ingresó, hace sólo 75 años, en un extraño sistema!!!!!",guillermo_evans,False,Política,"""Si Garavano no cree en la prisión preventiva, debería liberar a los presos políticos"", dijo Milagro Sala",https://www.lanacion.com.ar/2181184-si-garavano-no-cree-prision-preventiva-deberia
42675,01:25 13/10/2018,,0,@guillermo_evans @tioedu Es K5N!!! Mentirosos como la porota!!!,jazmin1947,True,Política,"""Si Garavano no cree en la prisión preventiva, debería liberar a los presos políticos"", dijo Milagro Sala",https://www.lanacion.com.ar/2181184-si-garavano-no-cree-prision-preventiva-deberia
42726,18:01 12/10/2018,1.0,0,@totociber2013 @crisccba sí pero a robar junto con la porota y el principito aprendió rápido,cmallo,True,Política,"""Si Garavano no cree en la prisión preventiva, debería liberar a los presos políticos"", dijo Milagro Sala",https://www.lanacion.com.ar/2181184-si-garavano-no-cree-prision-preventiva-deberia
42727,17:00 12/10/2018,5.0,0,"Señora, el ministro nunca podrá ponerla en libertad. A diferencia de lo que pasaba con la banda de la que usted formó parte, la justicia es un poco más independiente. Pero los autoritarios eso nunca lo entenderán.
Korrupta, espere tranquila que en cualquier momento llegará la sentencia.",Fede3Arroyos,False,Política,"""Si Garavano no cree en la prisión preventiva, debería liberar a los presos políticos"", dijo Milagro Sala",https://www.lanacion.com.ar/2181184-si-garavano-no-cree-prision-preventiva-deberia
42735,21:50 12/10/2018,,0,CON SOLO SER VIVIENTE NO PODES NO TENER PREJUUCIOS CON ESTA KUKARCHA,jxxiii,False,Política,"""Si Garavano no cree en la prisión preventiva, debería liberar a los presos políticos"", dijo Milagro Sala",https://www.lanacion.com.ar/2181184-si-garavano-no-cree-prision-preventiva-deberia
42953,13:25 12/10/2018,3.0,0,"Tienen que ir presos por algo ,!!  por favor hagan justicia !!y después que siga el turno de la porota !",CCiARi,False,Política,Sobresueldos: Casación confirmó la condena de cuatro años y medio de prisión contra Carlos Menem,https://www.lanacion.com.ar/2181169-sobresueldos-casacion-confirmo-condena-cuatro-anos-medio
42969,13:14 12/10/2018,3.0,0,"@spameag Nada. Lo protege la ""Doctirna Picchoto"" cuyo autor y sus cómplices PEORnistas del senado les brindan impunidad al turco y a porota. Y en el futuro a cuento delincuente PEORnista, que son muchos, obtenga acceso a ese agunatadero.",Jorako,True,Política,Sobresueldos: Casación confirmó la condena de cuatro años y medio de prisión contra Carlos Menem,https://www.lanacion.com.ar/2181169-sobresueldos-casacion-confirmo-condena-cuatro-anos-medio
43020,02:17 13/10/2018,1.0,0,"¡Cuando no se roba, y la gestión es eficiente, demos las gracias, pienso en todo lo que se podría haber hecho con lo que nos robaron nefastor y la porota, junto a su mafia, se me estruja el corazón!!! #NUNCA MÁS PERONISMO, en cualquiera de sus disfraces!!!",jazmin1947,False,Sociedad,Mendoza incorporó tecnología del FBI para la investigación de crímenes,https://www.lanacion.com.ar/2181260-mendoza-incorporo-tecnologia-del-fbi-investigacion-crimenes
43320,23:53 13/10/2018,2.0,1,MBETUSKA PIDIENDO QUE VUELVA LA KORRUPTA....LO QUE HACEN LOS SOBRES.....,tmcdonnell,False,Política,El Gobierno ya comenzó a analizar el escenario 2019,https://www.lanacion.com.ar/2181557-el-gobierno-comenzo-analizar-escenario-2019
43556,23:08 13/10/2018,,3,"Tienen suerte de que la oposición es de lo más impresentable e ignorante que hubo en décadas, y eso es mucho decir en peronia, sino diría que este pseudo socialismo blandito de macri está acabado",fedeacade,False,Política,El Gobierno ya comenzó a analizar el escenario 2019,https://www.lanacion.com.ar/2181557-el-gobierno-comenzo-analizar-escenario-2019
43626,23:05 13/10/2018,,0,@elinus2 @Naty_Mercurio_XI el de la porota? Coincido.,smr1967,True,Política,El Gobierno ya comenzó a analizar el escenario 2019,https://www.lanacion.com.ar/2181557-el-gobierno-comenzo-analizar-escenario-2019
